Date,Owner,Title,FU Reply
2019-11-14 09:54:00,beritafilistin,Perekam Wanita di Kamar Ganti Baju Mall Kerap Ceramah Agama di Medsos,Dia pasti alumni 212
2019-10-01 17:38:00,ibelindua,Gubernur Anies Sampaikan Ancaman Penggantian Ideologi Pancasila Dengan Komunis,Gak pernah ngaca ya
2019-09-28 10:56:00,matadewa909,"Kecewa Ponakan Prabowo Batal Baca Doa, Gerindra WO dari MPR",Alumni 212 mana suaranya
2019-09-17 12:41:00,SENORITA88,"Pria India Bikin Helm Pakai AC, Kepala Dingin Saat Macet",Malah masuk angin ntar
2019-08-28 13:45:00,matthysse76,"Jokograd & Mandalanusa, Usulan Nama Ibu Kota Baru Indonesia Menurut Warganet",Wowoland city of kamprets
2019-06-11 17:17:00,Sobat.Gurun,"Dugaan ‘Tim Mawar’ di Balik Kerusuhan 22 Mei, Prabowo-Sandi Ngaku Gak Kenal",Kasian lo wok
2019-06-11 16:59:00,VolkswagenPutih,Kesaksian Tajudin yang Disuruh Kivlan Tembak Luhut-Wiranto-BG-Gories,Mampus lo wok
2019-05-31 11:34:00,onta.punuk.3,"Disoraki Ibu Negara oleh Pendukung di Atas Panggung, Titiek Soeharto: Presidennya",Jomblo ngenes
2019-05-25 09:11:00,shifu356,"Gugat Pilpres, Tim Hukum Prabowo-Sandi Serahkan 51 Bukti ke MK",Gak bawa bukti ya?
2019-05-24 10:10:00,dsturridge15,Sopir Ambulans Gerindra yang Bawa Batu Harus Ditahan Polisi : Pak Saya Belum Dibayar,Ayo bayar wok
2019-05-21 17:17:00,fpicondet,"Pengakuan Massa Aksi 22 Mei, Bekal Tipis Hingga Tinggalkan Anak Istri",Manusia tolol
2019-05-21 17:15:00,n4z1.v8,Wiranto Duga Eks Danjen Kopassus Soenarko Selundupkan Senjata dari Aceh,Untung bs ketahuan
2019-05-21 17:13:00,winarwi,BPN Enggan Komentari Sikap PAN yang Akui Kemenangan Jokowi-Ma’ruf,Wkwwkkwwk kapal oleng
2019-05-17 13:31:00,narutohoki,"Sakit, dr Ani Hasibuan Tak Penuhi Panggilan Polisi",Awas ntar kabur ke arab
2019-05-16 11:25:00,lordandras,"Real Count 84%, Ini 13 Provinsi yang Dimenangkan Prabowo!",Provinsi terbelakang
2019-05-16 11:19:00,dungdunggdebak,"Mau Diperiksa Bareskrim, Ust Haikal Hasan Malah Pulang kampung Ke Arab saudi",Kampret pada kabur
2019-05-16 11:02:00,lordandras,Andi Arief Sindir Anies Tak Datang Silaturahmi Bogor: Jangan Main Aman,Lain kali gak usah diundang. Kagak punya prestasi
2019-05-16 11:01:00,anying.kau,Prabowo Bikin Surat Wasiat: Kalau Terjadi Apa-apa Terhadap Saya....,Wkwk depresi
2019-05-16 10:47:00,buncitbubar,Guru Ngaji Ini Melecehkan 20 Gadis,Pasti pendukung prabowo
2019-05-14 17:26:00,mantanpanasbung,"Polisi: Tiba di Indonesia, Bachtiar Nasir Ditangkap, Lalu Ditahan",Kok gak dicekal ke luar negeri ya?
2019-05-14 17:20:00,mantanpanasbung,Ahmad Dhani Beri Nasihat ke Kapolri Soal Kasus Eggi Sudjana,Berisik lo botak
2019-05-14 17:19:00,lordandras,"Real Count KPU Pilpres 2019 Data Masuk 81,5%, Selisih Suara 15,655.833",Wkwkwkwk sukurin kalah
2019-05-14 17:17:00,anying.kau,Pengacara Eggi Sudjana: BPN Kalau Tidak Bisa Bantu Jangan Buat Kami Susah!,"paling bpn tinggal blg ""mreka bukan bagian dri Kami"" :lehuga Wkwkwkwkwk dilepeh"
2019-05-14 17:09:00,wokwikwokwik,Pengacara Eggi Sudjana: Kalau BPN Tak Bisa Bantu Jangan Bikin Susah (kampret emang),Wkwkkwwkk dilepeh
2019-05-14 10:15:00,ranttalker,"Gara-gara Ancam Penggal Kepala Jokowi, Nasib Pernikahan Pelaku Kini Di Ujung Tanduk",Mampus wkwkwk
2019-05-13 10:27:00,aleet,Opick Buka Ziarah Rambut Nabi Muhammad SAW di Rumahnya,Sudah kuduga
2019-05-11 10:28:00,winarwi,BPN Sebut Kivlan Zein Bukan Anggotanya,Mulai deh
2019-05-11 10:26:00,winarwi,Ketua Reuni 212 Ajak Massa Masuk Penjara Biar Makanan gratis,bodoh kok bangga
2019-05-11 10:25:00,richad614,Simpatisan Prabowo - Sandiaga Keracunan Kue Selesai Demo di Bawaslu,Wkwkwk mencret berjamaah
2019-05-10 17:01:00,rhaimukui,"Sebar Hoaks People Power, Dosen Pascasarjana Ditangkap Polisi",Liat tuh jidatnya. Mungkin jago nyundul kalo main futsal
2019-05-08 13:35:00,zero001,Prabowo akan Sambangi Markas PKS Siang Ini,Ditikung lo wok
2019-05-08 11:08:00,Muzmuz,"Jorok, Pembobol Minimarket 212 di Sukabumi BAB dan Kencing di Toko",Wkwkwk gblk
2019-05-08 11:04:00,ajgmj.asli,Novel Bamukmin : Yg Minta FPI Distop Adalah Pengkhianat Agama !!!,Sukurin
2019-05-08 10:56:00,anying.kau,Joko Widodo Keok di Kandang Banteng,Wkwkwk
2019-05-08 10:23:00,pasti2periode,"Jelang Pengumuman Hasil Pemilu, Densus 88 Waspadai Tempat Ramai Anggota Polisi",Nasbung bikin onar
2019-05-07 17:28:00,Muzmuz,Polisi Tetapkan Eks Ketua GNPF Ulama Bachtiar Nasir Tersangka,"yang deket sama rezim sekarang mah aman2 aja. dekatilah ulama yang di benci kaum Kafir, Gblk"
2019-05-07 17:25:00,nadaramadhan20,"Isu Ustaz di Serang Dibunuh PKI, Polda Banten: Itu Hoaks",Nasbung nih pasti
2019-05-07 17:21:00,andika.1stravel,Gerindra: Ahmad Dhani dan Mulan Jameela Tak Lolos ke DPR,Kasihan si dul
2019-05-07 17:20:00,rhaimukui,Polri Incar Penyeru Ajakan People Power,Amin rais tuh
2019-05-04 11:02:00,yamsujasmin,Keras Kepala Prabowo dan Siasat di Balik Klaim Menang Pilpres,"tenang masih punya anthony leong, chinese medan konsultan buzzer dimedsos, pakar hoax dan komandan bot kampret di twiter :o suara haikal hasan n Anthony Leong CMIW :o 5ccab2377e3a72515762e310 #NO2ISIS (@TolakBigotRI) tweeted at 10:45 PM on Wed, May 01, 2019: CARA KERJA KPU KECIL PRABOHONG. TERBO"
2019-05-04 09:55:00,gilbertagung,"Caleg Demokrat Ibas hingga Dede Yusuf Lolos ke DPR, Ferdinand Hutahaean Gagal",Wkwkwk sempak merah
2019-05-04 09:31:00,Muzmuz,BPN: Bila Perlu Jenazah Petugas KPPS Dibongkar Supaya Tak Ada Curiga,Tofa caleg gagal
2019-05-04 09:28:00,nadaramadhan20,"Mardani: Ganti Presiden Tutup Buku, Siapa Pun yang Terpilih Itu Suara Rakyat",Parasit emang
2019-05-01 11:57:00,nadaramadhan20,"Diduga Hina Ustaz Adi Hidayat dan UAS, Ramai #AndreTaulanyMakinSongong",Kuping tipis
2019-04-29 19:48:00,nadaramadhan20,Anies Klaim Banjir Jakarta Saat Ini Lebih Baik dari Masa Ahok,Banjirnya lebih barokah karena pemimpin seiman
2019-04-29 14:02:00,dungdunggdebak,Puji tuhan...Naturalisasi Sungai Jakarta selesai akhir 2019.,Yg penting seiman
2019-04-29 13:58:00,Sok.Art,Ahmad Dhani dan Mulan Jameela Dikabarkan Lolos ke Senayan,Yg milih gblk
2019-04-29 13:35:00,VolkswagenPutih,Sandi Respons Mahfud Md Soal Provinsi Garis Keras : Did He Say That? Really?,Emang garis keras kok
2019-04-29 11:41:00,missbehaven,"SEMAKIN Tidak TERKEJAR ! 01 unggul dengan 9,5 Juta suara",Wkwkwk makin nyungsep
2019-04-29 11:39:00,puanazzzbunk,"Situng KPU 50%, Begini Peta Suara Jokowi vs Prabowo di 34 Provinsi",Kalah lo wok
2019-04-29 11:32:00,bukan.salman,Apa Komentar Mulan Jameela Soal Dirinya Dikabarkan Lolos ke Senayan?,Yg milih bodoh
2019-04-29 11:31:00,funrise.1,Anies soal Banjir di Jakarta: Jumlahnya Kecil tapi di Medsos Ramai,Yg penting seiman
2019-04-29 11:20:00,Sobat.Gurun,"Muram Saat Prabowo Deklarasi, Sandi: Saya Panas Tinggi dan Grogi",Kwkkwkwk rugi bandar
2019-04-29 11:19:00,albetbengal,"Normalisasi Sungai, Kempupera Minta DKI Segera Bebaskan Lahan",Banjir gpp yg penting gubernurnya seiman
2019-04-29 11:17:00,stealthmania,Syaikhu PKS Ngebet Banget Ingin Jadi Wagub DKI?,Cari proyek
2019-04-29 11:14:00,nadaramadhan20,Asisten Pribadi Sebut Prabowo Bisa Bicara dengan Nyamuk dan Semut,Suruh gabung avengers aja
2019-04-29 11:06:00,jpnn.com,"Di Depan Emak-Emak, Ustaz Sambo Beberkan 10 Kecurangan yang Untungkan Jokowi",Bagus bgt jidatnya
2019-04-29 10:51:00,portaljabar,"Video Oke Bro, Jabat Tangan Prabowo Di Akun Instagram Sandiaga Uno",bodoh kok bangga
2019-04-23 17:22:00,extreme78,Ada Mesin Detektor hingga Parkir Khusus Tamu Rumah Prabowo di Kertanegara,Wkkwwkkqqkkqk presiden jadi2an
2019-04-18 09:59:00,nadaramadhan20,"Yakin Prabowo Menang 57%, Amien Rais: Kita Buat Survei Diam-diam",Survei kok diam2
2019-04-16 16:01:00,wardady,"Setelah Viral, 3 Remaja Yang Cancel Orderan Ojol Karena Jelek Minta Maaf",Pasti pendukungnya wowo
2019-04-11 12:25:00,wolfvenom88,"Kampanye Solo Buktikan Jokowi Sudah Jatuh, Prabowo Menang,Legitimasi Jokowi Ambruk",http://konfrontasi.com/content/nasional/ratusan-ribu-warga-banjiri-kampanye-akbar-prabowo-subianto-di-solo Ngentiauw lah sumurnya
2019-04-11 10:49:00,pasti2periode,"Hoaks Keraton Jogjakarta Menolak Kedatangan Jokowi dan Megawati, Benarkah?",siapa bilang di tolak... ini bukti nya.. https://s.kaskus.id/images/2019/04/10/1313041_20190410054553.jpg Baca beritanya dulu geblek. Semua diterima sultan
2019-04-10 10:00:00,VolkswagenPutih,"#JusticeForAudrey, Viral Siswi SMP Dikeroyok Belasan Siswi SMA di Pontianak","CMIIW. komisi perlindungan anak malah berharap ada jalan damai, bukannya menegakkan keadilan. usut punya usut, orang tua pelaku adalah calon pejabat. yah, pasti pikiran kita sama. HUKUM SUDAH DIBELI. Partai apa"
2019-04-08 09:27:00,ranttalker,"Tanggapi SBY, BPN: Seluruh Agama Hadir di Kampanye Akbar Prabowo",Betul. Kan ada koh hashim yg non muslim
2019-04-05 22:36:00,sorken,Sandiaga Sebut Prabowo Sakit karena Terlalu Banyak Berbicara,Koq om wowo sering sakit ya tiap jumat lagi... Biar bisa bolos jumatan
2019-04-05 22:34:00,secretboyxx,Survei BPI: Elektabilitas Prabowo-Sandi Susul Jokowi-Maruf.,Ngbaik lah. Ini lembaga survei dari mana
2019-04-05 22:33:00,totongJKW,Prabowo Tak Pernah Ambil Uang Pensiun dari TNI Sejak 1998,Ternyata pecatan dapat pensiun juga
2019-04-05 11:40:00,becakmini.v7,Said Iqbal: Prabowo Janji Pilih Menteri Tenaga Kerja dari Kelompok Buruh KSPI,Coba dong share foto rumah mewahnya si said iqbal. Biar kampret pada mingkem
2019-04-05 11:32:00,totongJKW,Luhut Dinilai Mulai Panik Elektabilitas Capres 01 Merosot,Berita coli kampret
2019-04-05 11:19:00,pgcililitan,ada apa dengan kondiisi bapak prabowo,Stroke ringan
2019-04-05 11:13:00,anying.kau,"Jokowi Hujan-hujanan, Prabowo Sakit",kalo mbandingin itu yg fair donk masak yg muda di adu sama yg tua? mau kalian dibandingin maruf sama sandi adu renang di danau sunter? Lo liat tuh jagoan lo bibirnya makin miring. Stroke ringan bro
2019-04-05 11:07:00,albetbengal,"BPBD DKI Tak Lagi Informasikan Banjir, Pejabat Saling Lempar",Wkwwkwkkw bodoh
2019-04-05 10:56:00,gutssy,Menteri PUPR: Normalisasi Sungai di Jakarta Berhenti Sejak 2 Tahun,Gpp banjir asalkan seiman
2019-04-05 10:45:00,buncitbubar,Komunitas LGBT Deklarasikan Dukungan untuk Memenangkan Prabowo-Sandi,Koordinatornya si didit nih
2019-04-04 12:37:00,albetbengal,"Kena Flu, Prabowo Subianto Batal Kampanye di Pangkal Pinang",Suruh ngerokin istrinya aja pak
2019-04-03 06:38:00,DomCobbTotem,Survei LSI Denny JA: Selisih Elektabilitas Jokowi dan Prabowo 20%,Lebih akurat tuh jumlah kampanye... Coba lihat kalau pak jendral kampanye. Jendral pecatan?
2019-03-30 08:21:00,Muzmuz,"Prabowo: 17 April Bawa Lontong, Ketupat, Sarung, Kita Lebaran di TPS","Kalo ditanyain ""kapan nikah?"" Gimana wok"
2019-03-28 17:26:00,winarwi,"Foto Mesra Jokowi-Iriana Disentil Gerindra, Tapi Disindir Balik Warganet",Maklum lach krn Junjungannya Mereka kan gak ada yg bs diajak mesra.... pertanyaan sy... First Lady nya siapa yach klo beliau terpilih?(amit2x jabang bayi) Ratna sarumpaet
2019-03-28 16:59:00,winarwi,Caleg Partai Gerindra Ditangkap Usai Beli Sabu di Batam,bodoh
2019-03-28 16:55:00,orangiseng2001,"Prabowo Ungkit Hasil 2014: Saya Diperlakukan Tak Adil, Apa Saya Berontak?",Elu mewek ke pengadilan trus mengundurkan diri
2019-03-28 12:01:00,bungtari,"Kampanye Baju Putih, Jokowi Dinilai Hendak Simbolkan Dirinya Bersih",Bukannya dari sll pake putih
2019-03-28 11:36:00,albetbengal,"Survei indEX: Masuk Putaran Akhir, Jokowi-Ma’ruf Tinggalkan Prabowo-Sandi",Nasbung bodoh acuannya google trends kok. Tenang aja
2019-03-28 11:32:00,n4z1.v8,"Amien Tuding Ada Jin di Hotel Borobudur, Komisaris JIHD: Statement Sampah!",Tuntut ke meja hijau
2019-03-28 11:30:00,puanazzzbunk,"Prabowo Gelar Kampanye Akbar di GBK 7 April, Jokowi 13 April",enaknya ngapain ya wok biar bs ngangkat elektabilitas barang 5% gitu?? Ngelamar titiek pas kampanye akbar
2019-03-27 17:48:00,salabint,Penumpang yang Makan dan Minum di Kereta MRT Akan Diusir,Minum masak gak boleh??? Klo ada anak2 bijimane???? Pekok.... Ini contoh panasbung kere yg blm pernah ke luar negeri
2019-03-26 17:28:00,zukr,"Sandiaga ke Emak-emak: Kaki Saya Jangan Dielus-Elus, Bikin Nggak Konsen",Anjrit ngomong apa sih wkwkwkkw
2019-03-26 17:27:00,vanyojuve,Sah! Tarif MRT Jakarta Jadinya Rp 10.000/10 Km,yg ditakutkan bnyk kampret alay dan emak2 kampret seperti ujicoba kemaren makan di stasiun kencing sembarangan dll Harusnya dimahalin biar kampret gak sanggup bayar
2019-03-26 17:18:00,winarwi,"Disebut Utusan Allah, Prabowo Berikan Kemejanya ke Mantan Bupati Merauke",Suruh jadi imam sholat dulu
2019-03-26 17:14:00,YourLord,"200 Relawan Prabowo-Sandiaga di Aceh Mengundurkan Diri, Balik Dukung Jokowi-Amin",Kwkwkw kampret insaf
2019-03-26 17:09:00,salabint,"Beredar Video Prabowo Minum Kopi Saat Azan, BPN: Tidak Salah","Yg muslim segera ambil air wudhu, yg non muslim ngopi"
2019-03-26 16:57:00,ferina.,"Biaya Operasi Plastik Ratna Sarumpaet Rp 90 Juta, Dicicil Tiga Kali",Bantuin bayar cicilan lah wok
2019-03-26 16:55:00,buncitbubar,"Ratna Sarumpaet: Saya Cantik dari Lahir, Hanya Sedot Lemak",Cepetan jadiin istri lo wo
2019-03-26 16:54:00,salabint,"Tak Hanya Putri Duyung Ancol, 5 Patung Ini Juga Ditutupi Kain",Bikin engas panasbung
2019-03-26 16:48:00,fitriasarina,"Hoax Penganiayaan Dibeberkan di Sidang, Ratna: Saya Sudah Minta Maaf Kan","Wok, ini cewek lo gak lo tengokin wok?"
2019-03-26 16:46:00,nyairara,Kata Prabowo: Pusat Suka Lupa Sama yang di Timur,Mantan mertua lo itu tong
2019-03-26 16:44:00,nyairara,Prabowo Redam Massa yang Gaduh: Kalian yang Bicara atau Saya?,Remuk redam
2019-03-26 14:56:00,nataliuspigai.,"Patung Putri Duyung Kini Pakai Kemben, Manajemen Ancol Sebut Penyesuaian Budaya",Budaya arab ya?
2019-03-26 11:30:00,monfai,Dosen UIN Lampung Ditahan Atas Kasus Cabul,Pasti pendukung capres yg itu
2019-03-26 11:22:00,mendadakranger,"Beredar Video Prabowo Minum Kopi Saat Azan, BPN: Tidak Salah","gak ada yang salah. cuma orang2 pingin mendengar ucapan dari pak wowo ""azan berkumandang kita ishoma dulu, nanti imamnya biar saya"". nah kalo gini beliau bakal menang telak 99,99% :1thumbup Kwkwkwkwkwkw"
2019-03-26 10:52:00,aldisitepu1,"MRT Beroperasi, Sri Mulyani: Investasi yang Berharga Untuk Jakarta",Rakyat gak makan mrt
2019-03-26 09:58:00,jepanghebat,"Capai 13 Juta Subscriber, Atta Halilintar Klaim Jadi yang Tercepat di Asia",Aahhhsiappp
2019-03-26 09:19:00,karikai04,WNI Simpatisan ISIS di Suriah: Kami Minta Bantuan Bisa Pulang ,Sono minta bantuan prabowo
2019-03-25 20:02:00,anak.jaman.now,Tarif MRT Ditetapkan Cuma Rp8.500 per Orang,Harusnya dimahalin biar panasbung gak bs naik
2019-03-25 19:59:00,brigadir70,Sandiaga Uno Akhirnya Dilamar Perempuan Muda yang Siap Menjadi Istri Kedua,Prabowo dan anaknya tetap jomblo
2019-03-25 19:58:00,DomCobbTotem,"Prabowo Izin Ngopi Saat Jeda Azan, BPN: Salatnya Setelah Kampanye",Setelah kampanye tidur dong
2019-03-25 19:54:00,GeorgeSatan,"Janjikan Pemerintahan Bersih, Prabowo akan Minta Calon Pejabat Bersumpah",Bukannya dari dulu selalu disumpah? Gblk!
2019-03-25 19:49:00,sorken,"Masih Sepi, Massa Berlatih Yel-yel Sambut Prabowo di Manado",Kwkwwkkw bodoh
2019-03-25 19:46:00,jpnn.com,Kenapa Harus Pak Jokowi yang Meresmikan MRT Jakarta?,Kontribusinya wan abud apa
2019-03-25 19:43:00,albetbengal,"Sejam Kampanye, Agus Harimurti Tak Sebut Prabowo - Sandi",Rel ganda bos
2019-03-25 19:40:00,president.trump,"Prabowo Izin Ngopi Saat Jeda Azan, BPN Jelaskan Duduk Perkaranya",Adzan = waktu minum kopi
2019-03-24 16:47:00,ranganu,"Ngamuk’ di Yogyakarta, Analis: Jokowi Mentalnya Jatuh, Tak Pantas Pimpin Indonesia",Diem dikatain Marah dikatain Nasbung emang bodoh
2019-03-23 13:22:00,ayah.rojak,"Unggah Foto Bareng Didit yang Ultah Ke-35, Prabowo Beri Doa","Salut buat pak prabowo anaknya seperti itu tapi beliau menghormati padahal beliau bekas seorang jendral yang terkenal keras, applause buat ketegaran pak prabowo Coba dong sekali2 mas didit muncul di media"
2019-03-23 11:33:00,Joko.Widoddo,"VIDEO VIRAL, Mobil Dinas TNI Pajero Angkut Sembako Dekat Spanduk Prabowo-Sandi","Kalau tni mah bersih dan netral. Hanya mendukung nkri. Juga tni jauh dari korupsi, lum pernah denger kpk nangkap koruptor dari tni. 1. Marsma TNI FA Marsekal Pertama TNI FA adalah jenderal terbaru yang terseret dalam pusaran kasus dugaan korupsi. Perwira tinggi bintang satu di TNI Angkatan Udara it"
2019-03-23 11:13:00,fahm182,"Tulis Status FB Jokowi Main Dukun, Pria di Sumut Ditangkap",Yg ge alamin sendiri...isu cina msh ada efeknya...beberapa kenalan msih percaya klo jokowi cina n kristen...msk islam cuman gegara pengen jadi presiden... Wwkwkwk bego bgt kenalan lo
2019-03-22 12:40:00,joop870,"[Video] Digrebek Suami, Istri Tionghoa Selingkuh Dengan Brondong Pribumi",Hoax tuh Mana mungkin cewe genetik unggul mau ama pribumi miskiner tukang kredit Kont0lnya lebih gede bray
2019-03-22 10:00:00,prabowosandii,Tak Ada Ujian Nasional (UN) di Amerika Serikat - Kok Bisa ??,Di arab ada un gak
2019-03-21 18:34:00,counterjihad.01,Rizieq Shihab Serukan Perlawanan Jika Ada Kecurangan Pemilu,Niatnya mau bikin rusuh
2019-03-21 18:29:00,ujang silet,4 Fakta Pedagang Pecel Lele yang Dihajar Pelanggan,"nomor 5 , pelakunya itu nasbung atau nastak ? :entahlah Pasti nasbung lah"
2019-03-21 18:20:00,sorken,Anies Sebut Infrastruktur Rp 571 Triliun Akan Dibangun Lewat Utang,Hutang boleh asalkan seiman
2019-03-21 18:16:00,pinpol,"Sandi Akan Hapus UN, Bisakah?",Baguslah. Kalo perlu panasbung gak usah sekolah sekalian biar tambah bodoh
2019-03-20 13:01:00,counterjihad.01,"Hukum Membunuh Cicak dalam Islam dan Dalilnya, Benarkah Dapat Pahala?",Cicaknya kafir
2019-03-20 11:35:00,salabint,"Sandiaga Uno Janji Liburkan Sekolah Selama Ramadan, Ini Kata Ahli",Mantap tuh bisa main PUBG sebulan penuh
2019-03-19 17:08:00,pungcray,"Lama Buat Pesanan, Penjual Pecel Lele Dikeroyok Pembelinya di Bekasi",Panasbung lapar
2019-03-19 17:05:00,saya.kira,BMKG: Waspadai Gelombang Tinggi Hingga 4 Meter!,Waspada
2019-03-19 17:02:00,anarchy0001,Gusti Randa Jadi Plt Ketua Umum PSSI,Bagus gak nih
2019-03-19 16:59:00,koreksi.ya.cuy,"Profil Ramyadjie Priambodo, Kerabat Prabowo yang Ditangkap Polisi",Cipit ya
2019-03-19 16:52:00,anarchy0001,"Hingga Februari, Mesin AIS Jaring 11 Ribu Konten Terorisme",Yg bikin dan baca kontennya pasti pendukung capres yg itu
2019-03-19 16:47:00,n4z1.v8,"Sebut Desa Pancawati Terisolir, Ferdinand Hutahaean Diskakmat Warganet",Si culun lagi
2019-03-19 16:44:00,sutanoloan,"Prabowo Minta Pendukungnya Nginap di TPS, Pro-Jokowi akan Siapkan Tikar",Suruh bobol atm dulu biar bisa nginap di hotel
2019-03-19 11:30:00,silents.,"Eksepsi Ditolak, Ratna Sarumpaet: Ikhlas Sama Negeri Gua",Ngentiauw nih gengnya wowo gak bantuin sm sekali
2019-03-19 11:25:00,silents.,"Nama Khofifah Muncul di Bursa Caketum PPP, Begini Prosesnya di Mukernas",Bagus lah
2019-03-18 15:21:00,nyairara,Rocky Gerung Kaget Ma ruf Lebih Percaya Diri daripada Sandi,Tolong tanyain itu si rocky kenapa blm nikah
2019-03-18 15:13:00,nyairara,Kubu Prabowo Sebut Infrastruktur Langit untuk Orang Tua Menuju Akhirat,Si culun ini suruh cium tangan luhut dulu
2019-03-18 14:28:00,bangzaldi,"Sejumlah Fakta Kriminal Ramyadjie, Keponakan Prabowo Subianto yang Bobol ATM",Langsung tidak dianggap saudara
2019-03-16 10:14:00,sinophobia,"Fakta Baru Penangkapan Romi: Lari Keluar Hotel, Dikejar Lima Petugas KPK",Wkwkwkw bodoh bgt
2019-03-16 09:41:00,andika.1stravel,"Tengku Zul: Sampai Kiamat Nggak Terima, Kalau Hasrat Sudah Mau ya Mesti",Ini lah pendukung capres 02 Pengennya ngentiauw melulu
2019-03-15 10:57:00,wardady,Habib Bahar Bin Smith Lontarkan Kata-kata Dendam Kepada Jokowi,Kampret teladan
2019-03-15 10:50:00,UrangLeweng,Tengku Zulkarnain Bolehkan Paksa Istri Hubungan Intim,Wkwkwk
2019-03-15 10:37:00,goahraesa,Anies Kick Off Pembangunan Jakarta International Stadium,Rakyat gak makan stadium
2019-03-15 10:17:00,wokwikwokwik,"Prabowo Hentikan Pidato saat Azan: “Kita Break Dulu, Mau Minum Kopi”",Berpikir positif aja. Mungkin mau batalin puasa
2019-03-15 09:58:00,anying.kau,"Dari Sumbar sampai Jabar, Sampai Kapan Caleg Cabul Akan Lari?",Jabar dan sumbar sarang kampret
2019-03-15 09:47:00,Herdwi78,"Gembar-gembor Mahzab Hanafi, Mantan Gubernur Aceh Malah Terjerat Kasus Suap",Coba ditanya dia pendukung capres mana
2019-03-13 13:51:00,apa.store,"Istri Terduga Teroris Meledakan Diri, Dua Anaknya Ikut Meninggal Dunia",Wkwkwkwk
2019-03-13 12:19:00,mendadakranger,Anak Terduga Teroris Ikut Tewas saat Ibunya Meledakkan Diri,Wwkkwkwwk
2019-03-13 12:12:00,Muzmuz,BPN : Hasil Google Trends Prabowo-Sandi Menang 67%,Ayo sujud syukur
2019-03-13 11:52:00,baikgaring,BREAKING NEWS: Istri Terduga Teroris Sibolga Meledakkan Diri Pakai Bom,Pasti ini pendukung capres yg itu
2019-03-13 11:36:00,baperan8,Caleg PKS di Pasaman Barat Diduga Cabuli Anak Kandung selama 14 Tahun,Saya seneng kalo ada berita kayak gini
2019-03-12 17:16:00,sposolo,"Viral Video Prabowo Marah Sampai Pukul Keamanan, Ini Penjelasan Jubir BPN",Pengamanan kok keliatannya pgn ikut salaman
2019-03-07 10:53:00,gabla,Marbot Musala di Tangsel Cabuli Bocah Usai Pulang Ngaji,Coba ditanya dia pendukung prabowo atau jokowi
2019-02-25 15:58:00,unicorn.phenex,"Cabuli 9 Siswi di Kelas, Guru Agama BS Ancam Tak Beri Nilai",Coba ditanya itu pendukung capres mana
2019-02-22 17:13:00,ditusuk.teman,"Jurnalis Diintimidasi di Munajat 212, FPI: Laskar Salah Sasaran",Wkkwwk bodoh
2019-02-21 18:35:00,mantanpanasbung,"Jokowi Jenguk Ani Yudhoyono, Disambut Hatta Rajasa dan AHY",jenguk orang sakit udah pas dateng sama istri dan anaknya... :D Betul bgt. Apalagi kalo pas ada undangan kondangan. Gak banget kalo pergi sendirian
2019-02-21 10:31:00,ivoox.id,MUI Sayangkan Parpol Berbasis Islam Porak Poranda,Nyindir pks?
2019-02-21 10:05:00,andika.1stravel,"Direstui FPI dan Pemprov, Restoran Nasi Campur Babi Tebet Akhirnya Berizin",Coba tuh fpi suruh incip
2019-02-20 10:11:00,dekomandos,"Eks GAM Bilang Ada Pekerja China di Lahan Milik Prabowo, Apa Kata BPN",2004 wowok dpt hgu tambang. 2008 sama wowok di alihkan ke tgn ridlatama grup 2012 klw ngga salah sama ridlatama grup di jual ke asing winning churchill. Berhubung hgu ngga bs di jual ke asing mrk malsu2 data akhirnya ketahuan iup nya di cabut sm gub kaltim saat itu si noor. 2013 churchill marah
2019-02-20 10:06:00,buncitbubar,Tokoh Agama Usulkan Internet Mati Total 24 Jam Saat Nyepi,Panasbung pada protes gak tuh?
2019-02-20 10:02:00,raven12,"Aceh Juara Miskin, Syariat tak Berfungsi?",Semua butuh proses dalam pelaksanaannya. Setidaknya Syariat sudah tegak disana. Halah tai
2019-02-19 13:34:00,puanazzzbunk,Paspampres Bicara Pengamanan Jokowi Saat Datang Sendiri ke Tambak Lorok,Sebab dikira tukang nasi goreng keliling yg jualan di proyek. Wajahnya kan wajah orang susah yg selalu nyusahin. Ya elah mulutnya Gak malu tuh sama avatar lo?
2019-02-19 10:55:00,mahkotax.putra,BPN Prabowo Usul Hapus Sesi Video-Pertanyaan Panelis di Debat Ketiga,Banci
2019-02-19 10:53:00,sandiuntot,"Prabowo kuasai 340.000 Ha (5x luas DKI), Hashim 3 Juta Ha, Cendana 3,6 Juta Ha",Prabowo.. msh kalah jauh toh... sama adiknya... :o https://s.kaskus.id/images/2019/02/18/10070819_201902181245350837.jpg Kok wajahnya kayak org arab
2019-02-19 10:43:00,silents.,Walhi: Lahan Prabowo Kemungkinan Didapat di Era Orde Baru,Warisan mertua
2019-02-19 10:41:00,putri..mia,"Bobby, Kucing Ningrat Milik Prabowo yang Setia Temanin Tuannya Sebelum Debat Capres",Pasti kesepian
2019-02-19 10:40:00,7periode,Masyarakat Sumbar dan Aceh Tak Berminat Pilih Jokowi-Ma ruf,Lain kali sumbar sama aceh gak usah dibangunin infrastruktur
2019-02-19 10:02:00,venomwolf,Tim Prabowo: Jokowi Harusnya Tak Pakai Istilah Unicorn Tapi Startup Saja,Tukang ngeles
